role_category_1,network_receiver_role_category,defender_role_category,raw_responsibility,n_passes,value,valued_responsibility,competition_name
LZM,RB,RB,0.0659708652937024,44,-0.0082864524999999,-0.0005466644416401,FIFA Men's World Cup
LZM,RB,RCB-3,0.0313217945297943,20,-0.0105413909999999,-0.0003301752829602,FIFA Men's World Cup
LZM,RB,RCB-4,0.028625673600513,44,-0.0082864524999999,-0.0002372052845711,FIFA Men's World Cup
LZM,RB,RDM,0.2344418153944492,28,-0.0111064867857142,-0.0026038249246973,FIFA Men's World Cup
LZM,RB,RS,0.1488542944009757,32,-0.0111870240624999,-0.0016652365732701,FIFA Men's World Cup
LZM,RB,RW,0.0894434843182554,40,-0.0069709424999999,-0.0006235053861822,FIFA Men's World Cup
LZM,RB,RWB,0.0711324598123828,20,-0.0105413909999999,-0.0007498350716741,FIFA Men's World Cup
LZM,RB,RZM,0.2621087023030969,36,-0.007345836111111,-0.0019254075704145,FIFA Men's World Cup
LZM,RB,ST,0.160898455391793,32,-0.0067952174999999,-0.0010933399998012,FIFA Men's World Cup
LZM,RB,ZDM,0.1188344902544074,36,-0.007345836111111,-0.0008729386897563,FIFA Men's World Cup
LZM,RB,ZOM,0.1846005898371105,24,-0.0139732124999999,-0.0025794632694192,FIFA Men's World Cup
LZM,RCB-3,CB-3,0.1258840144451372,6,-0.0029471349999999,-0.0003709971849117,FIFA Men's World Cup
LZM,RCB-3,GK,0.0,13,-0.0039336146153845,-0.0,FIFA Men's World Cup
LZM,RCB-3,LB,0.0572964316274993,7,-0.0047791685714285,-0.0002738293052891,FIFA Men's World Cup
LZM,RCB-3,LCB-3,0.0,6,-0.0029471349999999,-0.0,FIFA Men's World Cup
LZM,RCB-3,LCB-4,0.0,7,-0.0047791685714285,-0.0,FIFA Men's World Cup
LZM,RCB-3,LDM,0.0,3,-0.0033006366666666,-0.0,FIFA Men's World Cup
LZM,RCB-3,LS,0.1548579691239026,6,-0.0029471349999999,-0.0004563873408339,FIFA Men's World Cup
LZM,RCB-3,LW,0.1712853241468951,7,-0.0047791685714285,-0.0008186014379097,FIFA Men's World Cup
LZM,RCB-3,LWB,0.0,6,-0.0029471349999999,-0.0,FIFA Men's World Cup
LZM,RCB-3,LZM,0.1448744802319505,10,-0.0041235079999999,-0.0005973910782322,FIFA Men's World Cup
LZM,RCB-3,RB,0.0,7,-0.0047791685714285,-0.0,FIFA Men's World Cup
LZM,RCB-3,RCB-3,0.0819847044656039,6,-0.0029471349999999,-0.0002416199919952,FIFA Men's World Cup
LZM,RCB-3,RCB-4,0.0,7,-0.0047791685714285,-0.0,FIFA Men's World Cup
LZM,RCB-3,RDM,0.2205279699856626,3,-0.0033006366666666,-0.0007278827037602,FIFA Men's World Cup
LZM,RCB-3,RS,0.0805449424103044,6,-0.0029471349999999,-0.0002373768188503,FIFA Men's World Cup
LZM,RCB-3,RW,0.0,7,-0.0047791685714285,-0.0,FIFA Men's World Cup
LZM,RCB-3,RWB,0.1792110996738442,6,-0.0029471349999999,-0.0005281593042372,FIFA Men's World Cup
LZM,RCB-3,RZM,0.1575545761682776,10,-0.0041235079999999,-0.0006496775552664,FIFA Men's World Cup
LZM,RCB-3,ST,0.2395783872806443,7,-0.0047791685714285,-0.0011449854988851,FIFA Men's World Cup
LZM,RCB-3,ZDM,0.0741083023827726,10,-0.0041235079999999,-0.0003055861777417,FIFA Men's World Cup
LZM,RCB-3,ZOM,0.4221453112749128,3,-0.0033006366666666,-0.0013933482930553,FIFA Men's World Cup
LZM,RCB-4,CB-3,0.0403338019021291,15,-0.0122807533333333,-0.0004953294721555,FIFA Men's World Cup
LZM,RCB-4,GK,0.0140147440928627,64,-0.0086672059374999,-0.0001214686732142,FIFA Men's World Cup
LZM,RCB-4,LB,0.0204136247103626,49,-0.0075610179591836,-0.000154347783047,FIFA Men's World Cup
LZM,RCB-4,LCB-3,0.0,15,-0.0122807533333333,-0.0,FIFA Men's World Cup
LZM,RCB-4,LCB-4,0.0299457144365696,49,-0.0075610179591836,-0.0002264200846554,FIFA Men's World Cup
LZM,RCB-4,LDM,0.0432877499446576,30,-0.0082500896666666,-0.0003571278185116,FIFA Men's World Cup
LZM,RCB-4,LS,0.1528792546591455,21,-0.0089573709523809,-0.0013693961949054,FIFA Men's World Cup
LZM,RCB-4,LW,0.0471073508567855,50,-0.0082264453999999,-0.0003875260497619,FIFA Men's World Cup
LZM,RCB-4,LWB,0.0019547879700591,15,-0.0122807533333333,-2.4006268879264072e-05,FIFA Men's World Cup
LZM,RCB-4,LZM,0.0858953793957207,34,-0.0090352497058823,-0.0007760862014218,FIFA Men's World Cup
LZM,RCB-4,RB,0.0291270942836597,49,-0.0075610179591836,-0.0002202304829775,FIFA Men's World Cup
LZM,RCB-4,RCB-3,0.0295785937111253,15,-0.0122807533333333,-0.0003632474133132,FIFA Men's World Cup
LZM,RCB-4,RCB-4,0.0274272036719356,49,-0.0075610179591836,-0.0002073775795336,FIFA Men's World Cup
LZM,RCB-4,RDM,0.1911990738825464,30,-0.0082500896666666,-0.0015774095037146,FIFA Men's World Cup
LZM,RCB-4,RS,0.2251575053086866,21,-0.0089573709523809,-0.0020168192977625,FIFA Men's World Cup
LZM,RCB-4,RW,0.1770341064365576,50,-0.0082264453999999,-0.0014563614105381,FIFA Men's World Cup
LZM,RCB-4,RWB,0.0603468041476144,15,-0.0122807533333333,-0.0007411042161918,FIFA Men's World Cup
LZM,RCB-4,RZM,0.2420647577629008,34,-0.0090352497058823,-0.0021871155313817,FIFA Men's World Cup
LZM,RCB-4,ST,0.1233236590345718,43,-0.0085254974418604,-0.0010513955396201,FIFA Men's World Cup
LZM,RCB-4,ZDM,0.083049524199493,34,-0.0090352497058823,-0.0007503731890971,FIFA Men's World Cup
LZM,RCB-4,ZOM,0.1323607287552467,22,-0.0073611099999999,-0.0009743218840475,FIFA Men's World Cup
LZM,RS,CB-3,0.19630866785397,15,0.0031959266666666,0.0006273881064923,FIFA Men's World Cup
LZM,RS,GK,0.0188679245283018,53,-0.0052712886792452,-9.945827696689225e-05,FIFA Men's World Cup
LZM,RS,LB,0.1401104915318981,38,-0.0086136105263157,-0.0012068572047064,FIFA Men's World Cup
LZM,RS,LCB-3,0.1532800020315094,15,0.0031959266666666,0.0004898716459592,FIFA Men's World Cup
LZM,RS,LCB-4,0.1941901794445165,38,-0.0086136105263157,-0.0016726785737704,FIFA Men's World Cup
LZM,RS,LDM,0.1561765902921331,23,-0.0021354426086956,-0.0003335061453906,FIFA Men's World Cup
LZM,RS,LS,0.0588792132385075,28,-0.0003372021428571,-1.985419687376781e-05,FIFA Men's World Cup
LZM,RS,LW,0.026691300100457,29,-0.0100913368965517,-0.0002693509015206,FIFA Men's World Cup
LZM,RS,LWB,0.0991240736267793,15,0.0031959266666666,0.0003167932702124,FIFA Men's World Cup
LZM,RS,LZM,0.1563054716859953,30,-0.0076754373333333,-0.0011997128527829,FIFA Men's World Cup
LZM,RS,RB,0.1784494851574188,38,-0.0086136105263157,-0.0015370943637675,FIFA Men's World Cup
LZM,RS,RCB-3,0.2081504220175182,15,0.0031959266666666,0.0006652334844037,FIFA Men's World Cup
LZM,RS,RCB-4,0.2462728823566749,38,-0.0086136105263157,-0.0021212986918135,FIFA Men's World Cup
LZM,RS,RDM,0.3618689376774356,23,-0.0021354426086956,-0.0007727503482798,FIFA Men's World Cup
LZM,RS,RS,0.0850252563537562,28,-0.0003372021428571,-2.867069863946513e-05,FIFA Men's World Cup
LZM,RS,RW,0.1549172339696983,29,-0.0100913368965517,-0.0015633219990701,FIFA Men's World Cup
LZM,RS,RWB,0.1405341423250621,15,0.0031959266666666,0.0004491368130337,FIFA Men's World Cup
LZM,RS,RZM,0.2571518562799893,30,-0.0076754373333333,-0.0019737529580273,FIFA Men's World Cup
LZM,RS,ST,0.101741761191493,25,-0.0107974656,-0.0010985531665485,FIFA Men's World Cup
LZM,RS,ZDM,0.3472756127849351,30,-0.0076754373333333,-0.0026654922033257,FIFA Men's World Cup
LZM,RS,ZOM,0.1356966206659187,28,-0.0021811242857142,-0.0002959711948237,FIFA Men's World Cup
LZM,RW,CB-3,0.0146452869311015,7,-0.0030045485714285,-4.4002475927002537e-05,FIFA Men's World Cup
LZM,RW,GK,0.0024531756985297,41,-0.0043063319512195,-1.0564188892534083e-05,FIFA Men's World Cup
LZM,RW,LB,0.2700384730545907,34,-0.0045743461764706,-0.0012352494567172,FIFA Men's World Cup
LZM,RW,LCB-3,0.0938301261485266,7,-0.0030045485714285,-0.0002819171714765,FIFA Men's World Cup
LZM,RW,LCB-4,0.318352042400952,34,-0.0045743461764706,-0.0014562524479284,FIFA Men's World Cup
LZM,RW,LDM,0.436749151059503,19,0.0001378026315789,6.01851823558707e-05,FIFA Men's World Cup
LZM,RW,LS,0.1384900892879734,21,0.0048991709523809,0.0006784866226322,FIFA Men's World Cup
LZM,RW,LW,0.1337121820433838,28,-0.0082497185714285,-0.0011030878714295,FIFA Men's World Cup
LZM,RW,LWB,0.1130776642361398,7,-0.0030045485714285,-0.0003397473345411,FIFA Men's World Cup
LZM,RW,LZM,0.3250971075262217,22,-0.0081444481818182,-0.0026477365463062,FIFA Men's World Cup
LZM,RW,RB,0.0612649115487163,34,-0.0045743461764706,-0.0002802469138946,FIFA Men's World Cup
LZM,RW,RCB-3,0.1004324244173715,7,-0.0030045485714285,-0.0003017540973083,FIFA Men's World Cup
LZM,RW,RCB-4,0.0943246247041226,34,-0.0045743461764706,-0.0004314734863623,FIFA Men's World Cup
LZM,RW,RDM,0.2579911529099421,19,0.0001378026315789,3.555185979507661e-05,FIFA Men's World Cup
LZM,RW,RS,0.1439706365137582,21,0.0048991709523809,0.0007053367604039,FIFA Men's World Cup
LZM,RW,RW,0.0817721864211834,28,-0.0082497185714285,-0.0006745975249451,FIFA Men's World Cup
LZM,RW,RWB,0.0019867798148283,7,-0.0030045485714285,-5.969376454385759e-06,FIFA Men's World Cup
LZM,RW,RZM,0.2880392043762298,22,-0.0081444481818182,-0.0023459203743743,FIFA Men's World Cup
LZM,RW,ST,0.1149472704706715,20,-0.01397211,-0.0016060559072159,FIFA Men's World Cup
LZM,RW,ZDM,0.4497915308553532,22,-0.0081444481818182,-0.0036633038156721,FIFA Men's World Cup
LZM,RW,ZOM,0.2364510053489948,17,0.0017430894117647,0.0004121552438249,FIFA Men's World Cup
LZM,RWB,CB-3,0.0366626141999327,5,-0.005294468,-0.0001941090376778,FIFA Men's World Cup
LZM,RWB,GK,0.0,18,-0.0104698672222222,-0.0,FIFA Men's World Cup
LZM,RWB,LB,0.1249649970921212,13,-0.0124604053846153,-0.0015571145226551,FIFA Men's World Cup
LZM,RWB,LCB-3,0.1526898488694022,5,-0.005294468,-0.0008084115187638,FIFA Men's World Cup
LZM,RWB,LCB-4,0.0353931746710237,13,-0.0124604053846153,-0.0004410133042494,FIFA Men's World Cup
LZM,RWB,LDM,0.234554763090376,7,-0.0201771971428571,-0.0047326576956706,FIFA Men's World Cup
LZM,RWB,LS,0.0,9,-0.0200860388888888,-0.0,FIFA Men's World Cup
LZM,RWB,LW,0.2768924461222965,13,-0.0117638907692307,-0.0032573324910078,FIFA Men's World Cup
LZM,RWB,LWB,0.1039440826859156,5,-0.005294468,-0.0005503286195699,FIFA Men's World Cup
LZM,RWB,LZM,0.1348775291180462,11,-0.0042924754545454,-0.0005789584831089,FIFA Men's World Cup
LZM,RWB,RB,0.0722464529656315,13,-0.0124604053846153,-0.0009002200915523,FIFA Men's World Cup
LZM,RWB,RCB-3,0.0,5,-0.005294468,-0.0,FIFA Men's World Cup
LZM,RWB,RCB-4,0.0698853555443962,13,-0.0124604053846153,-0.0008707998605311,FIFA Men's World Cup
LZM,RWB,RDM,0.0339799184252167,7,-0.0201771971428571,-0.0006856195129638,FIFA Men's World Cup
LZM,RWB,RS,0.1445817807809086,9,-0.0200860388888888,-0.0029040752713901,FIFA Men's World Cup
LZM,RWB,RW,0.1512071133504809,13,-0.0117638907692307,-0.0017787839649857,FIFA Men's World Cup
LZM,RWB,RWB,0.0824506281672838,5,-0.005294468,-0.0004365322124115,FIFA Men's World Cup
LZM,RWB,RZM,0.2569512354203214,11,-0.0042924754545454,-0.0011029568710568,FIFA Men's World Cup
LZM,RWB,ST,0.1116235812523038,9,-0.0008536955555555,-9.529255521028496e-05,FIFA Men's World Cup
LZM,RWB,ZDM,0.1860075693525996,11,-0.0042924754545454,-0.0007984329258056,FIFA Men's World Cup
LZM,RWB,ZOM,0.1017223616227284,3,-0.0016825833333332,-0.0001711563502937,FIFA Men's World Cup
LZM,RZM,CB-3,0.0461859683280781,42,-0.004470864047619,-0.0002064911853024,FIFA Men's World Cup
LZM,RZM,GK,0.0,135,-0.0041045091111111,-0.0,FIFA Men's World Cup
LZM,RZM,LB,0.0755258617459718,93,-0.0039390584946236,-0.0002975007872742,FIFA Men's World Cup
LZM,RZM,LCB-3,0.0752927871517411,42,-0.004470864047619,-0.0003366238151217,FIFA Men's World Cup
LZM,RZM,LCB-4,0.0418309195792027,93,-0.0039390584946236,-0.0001647744391063,FIFA Men's World Cup
LZM,RZM,LDM,0.3936929598310663,48,-0.002571228125,-0.0010122744109321,FIFA Men's World Cup
LZM,RZM,LS,0.1427452097170206,65,-0.0037629004615384,-0.0005371360155265,FIFA Men's World Cup
LZM,RZM,LW,0.1146639059769864,87,-0.0031769905747126,-0.0003642861485486,FIFA Men's World Cup
LZM,RZM,LWB,0.0688860518560714,42,-0.004470864047619,-0.0003079801726257,FIFA Men's World Cup
LZM,RZM,LZM,0.1756803673071204,87,-0.0049504572413792,-0.0008696981465037,FIFA Men's World Cup
LZM,RZM,RB,0.0849806119838811,93,-0.0039390584946236,-0.0003347436015134,FIFA Men's World Cup
LZM,RZM,RCB-3,0.0536258457621249,42,-0.004470864047619,-0.000239753865841,FIFA Men's World Cup
LZM,RZM,RCB-4,0.0529022522955463,93,-0.0039390584946236,-0.0002083850662894,FIFA Men's World Cup
LZM,RZM,RDM,0.3599914312638504,48,-0.002571228125,-0.0009256200928246,FIFA Men's World Cup
LZM,RZM,RS,0.1773201405561652,65,-0.0037629004615384,-0.0006672380387388,FIFA Men's World Cup
LZM,RZM,RW,0.1319407158123201,87,-0.0031769905747126,-0.0004191744105565,FIFA Men's World Cup
LZM,RZM,RWB,0.0974991257157689,42,-0.004470864047619,-0.0004359053358369,FIFA Men's World Cup
LZM,RZM,RZM,0.2324817380684893,87,-0.0049504572413792,-0.0011508909037095,FIFA Men's World Cup
LZM,RZM,ST,0.1345606400613415,70,-0.0044217171428571,-0.000594989088913,FIFA Men's World Cup
LZM,RZM,ZDM,0.286481090194672,87,-0.0049504572413792,-0.0014182123874724,FIFA Men's World Cup
LZM,RZM,ZOM,0.2839114071966308,37,-0.0066614927027027,-0.0018912737672544,FIFA Men's World Cup
LZM,ST,CB-3,0.2049783043669962,18,-0.0192778594444444,-0.0039515429407475,FIFA Men's World Cup
LZM,ST,GK,0.0718734350338421,106,-0.0074226976415094,-0.0005334947767128,FIFA Men's World Cup
LZM,ST,LB,0.0427431302085638,88,-0.0049977781818182,-0.0002136206835789,FIFA Men's World Cup
LZM,ST,LCB-3,0.1485221805470983,18,-0.0192778594444444,-0.0028631897209693,FIFA Men's World Cup
LZM,ST,LCB-4,0.2098472095101679,88,-0.0049977781818182,-0.0010487698052053,FIFA Men's World Cup
LZM,ST,LDM,0.1898441548833455,42,-0.0100692702380952,-0.0019115920986432,FIFA Men's World Cup
LZM,ST,LS,0.0565033512596688,47,-0.0119506923404255,-0.0006752541671072,FIFA Men's World Cup
LZM,ST,LW,0.0329048219736894,84,-0.0055052554761904,-0.0001811494513637,FIFA Men's World Cup
LZM,ST,LWB,0.0576676692808133,18,-0.0192778594444444,-0.0011117092228842,FIFA Men's World Cup
LZM,ST,LZM,0.1304357056071343,64,-0.005685884375,-0.0007416423404537,FIFA Men's World Cup
LZM,ST,RB,0.1819718310583122,88,-0.0049977781818182,-0.0009094548469687,FIFA Men's World Cup
LZM,ST,RCB-3,0.3839768746572037,18,-0.0192778594444444,-0.0074022522195586,FIFA Men's World Cup
LZM,ST,RCB-4,0.3500755192982561,88,-0.0049977781818182,-0.0017495997923375,FIFA Men's World Cup
LZM,ST,RDM,0.3563209774335238,42,-0.0100692702380952,-0.0035878922132803,FIFA Men's World Cup
LZM,ST,RS,0.1122893329968094,47,-0.0119506923404255,-0.0013419352717564,FIFA Men's World Cup
LZM,ST,RW,0.1557324442886212,84,-0.0055052554761904,-0.0008573468917404,FIFA Men's World Cup
LZM,ST,RWB,0.1767524941910216,18,-0.0192778594444444,-0.0034074097394694,FIFA Men's World Cup
LZM,ST,RZM,0.3069519163107829,64,-0.005685884375,-0.0017452931048277,FIFA Men's World Cup
LZM,ST,ST,0.0790601729876998,59,-0.0038156510169491,-0.0003016660294606,FIFA Men's World Cup
LZM,ST,ZDM,0.3484314284099585,64,-0.005685884375,-0.0019811408145551,FIFA Men's World Cup
LZM,ST,ZOM,0.1108908297972932,21,-0.0077597295238095,-0.0008604828458977,FIFA Men's World Cup
LZM,ZDM,CB-3,0.0153381432845564,50,-0.0033966567999999,-5.20984086868628e-05,FIFA Men's World Cup
LZM,ZDM,GK,0.0,206,-0.0047919408252427,-0.0,FIFA Men's World Cup
LZM,ZDM,LB,0.0202598123922348,156,-0.0052391472435897,-0.0001061441402504,FIFA Men's World Cup
LZM,ZDM,LCB-3,0.0123592688831499,50,-0.0033966567999999,-4.198019469497965e-05,FIFA Men's World Cup
LZM,ZDM,LCB-4,0.0151807649824064,156,-0.0052391472435897,-7.953426301315841e-05,FIFA Men's World Cup
LZM,ZDM,LDM,0.1139751162129577,95,-0.002875141368421,-0.0003276945715944,FIFA Men's World Cup
LZM,ZDM,LS,0.1312414770346189,108,-0.0029919958333333,-0.000392673952448,FIFA Men's World Cup
LZM,ZDM,LW,0.0393644765165991,142,-0.0054032737323943,-0.0002126970419515,FIFA Men's World Cup
LZM,ZDM,LWB,0.0225224796402606,50,-0.0033966567999999,-7.650113362295273e-05,FIFA Men's World Cup
LZM,ZDM,LZM,0.0767861574468145,112,-0.0064062144642857,-0.0004919085924927,FIFA Men's World Cup
LZM,ZDM,RB,0.0747773514259113,156,-0.0052391472435897,-0.000391769554606,FIFA Men's World Cup
LZM,ZDM,RCB-3,0.0468380189026027,50,-0.0033966567999999,-0.000159092675404,FIFA Men's World Cup
LZM,ZDM,RCB-4,0.0441028315609302,156,-0.0052391472435897,-0.0002310612284069,FIFA Men's World Cup
LZM,ZDM,RDM,0.3435202750296137,95,-0.002875141368421,-0.000987669353629,FIFA Men's World Cup
LZM,ZDM,RS,0.2507015055873854,108,-0.0029919958333333,-0.0007500978601278,FIFA Men's World Cup
LZM,ZDM,RW,0.2306816171410684,143,-0.0053899266433566,-0.0012433569943612,FIFA Men's World Cup
LZM,ZDM,RWB,0.0931216990813184,50,-0.0033966567999999,-0.0003163024524121,FIFA Men's World Cup
LZM,ZDM,RZM,0.3427314006248581,111,-0.0064324448648648,-0.0022046008379773,FIFA Men's World Cup
LZM,ZDM,ST,0.1477838072397891,98,-0.0067755536734693,-0.0010013171180228,FIFA Men's World Cup
LZM,ZDM,ZDM,0.1299839137600033,111,-0.0064324448648648,-0.0008361143585805,FIFA Men's World Cup
LZM,ZDM,ZOM,0.2432041786939605,63,-0.0033798514285714,-0.0008219939907933,FIFA Men's World Cup
LZM,ZOM,CB-3,0.0317164404712454,15,-0.006666572,-0.0002114399339852,FIFA Men's World Cup
LZM,ZOM,GK,0.0,30,-0.007158393,-0.0,FIFA Men's World Cup
LZM,ZOM,LB,0.0920239090063815,15,-0.007650214,-0.0007040025970153,FIFA Men's World Cup
LZM,ZOM,LCB-3,0.0,15,-0.006666572,-0.0,FIFA Men's World Cup
LZM,ZOM,LCB-4,0.1118475635217817,15,-0.007650214,-0.0008556577963202,FIFA Men's World Cup
LZM,ZOM,LDM,0.1752693154778208,6,-0.0211117216666666,-0.0037002370050749,FIFA Men's World Cup
LZM,ZOM,LS,0.0331151800120567,17,-0.005520844117647,-0.0001828237467743,FIFA Men's World Cup
LZM,ZOM,LW,0.0721333704236848,13,-0.009299803076923,-0.000670826140215,FIFA Men's World Cup
LZM,ZOM,LWB,0.0,15,-0.006666572,-0.0,FIFA Men's World Cup
LZM,ZOM,LZM,0.1594856253936807,24,-0.0036700608333333,-0.000585321947237,FIFA Men's World Cup
LZM,ZOM,RB,0.1440673818932487,15,-0.007650214,-0.001102146301903,FIFA Men's World Cup
LZM,ZOM,RCB-3,0.1416741572411817,15,-0.006666572,-0.0009444809697876,FIFA Men's World Cup
LZM,ZOM,RCB-4,0.082430628483177,15,-0.007650214,-0.0006306119480508,FIFA Men's World Cup
LZM,ZOM,RDM,0.3261027691989649,6,-0.0211117216666666,-0.0068845908980577,FIFA Men's World Cup
LZM,ZOM,RS,0.0849625793362165,17,-0.005520844117647,-0.0004690651563484,FIFA Men's World Cup
LZM,ZOM,RW,0.1335510862874614,13,-0.009299803076923,-0.0012419988031825,FIFA Men's World Cup
LZM,ZOM,RWB,0.2263971613113125,15,-0.006666572,-0.0015092929764774,FIFA Men's World Cup
LZM,ZOM,RZM,0.3854441428610859,24,-0.0036700608333333,-0.0014146034521522,FIFA Men's World Cup
LZM,ZOM,ST,0.1228983604400325,13,-0.009299803076923,-0.001142930550569,FIFA Men's World Cup
LZM,ZOM,ZDM,0.1557035583315645,24,-0.0036700608333333,-0.0005714415310433,FIFA Men's World Cup
LZM,ZOM,ZOM,0.054821586735781,8,-0.0150657624999999,-0.0008259290056344,FIFA Men's World Cup
RB,GK,CB-3,0.0,24,-0.0022704387499999,-0.0,FIFA Men's World Cup
RB,GK,GK,0.0049706394014288,110,-0.0028132818181817,-1.398380945277783e-05,FIFA Men's World Cup
RB,GK,LB,0.0160567486726764,86,-0.0029647729069767,-4.7604613438885673e-05,FIFA Men's World Cup
RB,GK,LCB-3,0.0,24,-0.0022704387499999,-0.0,FIFA Men's World Cup
RB,GK,LCB-4,0.0,86,-0.0029647729069767,-0.0,FIFA Men's World Cup
RB,GK,LDM,0.0069919881977663,46,-0.0040735928260869,-2.8482512962505364e-05,FIFA Men's World Cup
RB,GK,LS,0.1907151676444159,43,-0.0032300290697674,-0.000616015535537,FIFA Men's World Cup
RB,GK,LW,0.2802182575535826,85,-0.0029381624705882,-0.0008233267679175,FIFA Men's World Cup
RB,GK,LWB,0.0714759448060864,24,-0.0022704387499999,-0.0001622817547805,FIFA Men's World Cup
RB,GK,LZM,0.051685660193539,64,-0.0019074332812499,-9.858694841653324e-05,FIFA Men's World Cup
RB,GK,RB,0.0104089027186272,86,-0.0029647729069767,-3.0860032771542566e-05,FIFA Men's World Cup
RB,GK,RCB-3,0.0,24,-0.0022704387499999,-0.0,FIFA Men's World Cup
RB,GK,RCB-4,0.0,86,-0.0029647729069767,-0.0,FIFA Men's World Cup
RB,GK,RDM,0.0,46,-0.0040735928260869,-0.0,FIFA Men's World Cup
RB,GK,RS,0.0145315677181506,43,-0.0032300290697674,-4.693738615892028e-05,FIFA Men's World Cup
RB,GK,RW,0.019809126783936,85,-0.0029381624705882,-5.820243289168485e-05,FIFA Men's World Cup
RB,GK,RWB,0.0,24,-0.0022704387499999,-0.0,FIFA Men's World Cup
RB,GK,RZM,0.0185680957601419,64,-0.0019074332812499,-3.5417403822331195e-05,FIFA Men's World Cup
RB,GK,ST,0.1294175182695402,67,-0.002545817164179,-0.000329473339356,FIFA Men's World Cup
RB,GK,ZDM,0.0,64,-0.0019074332812499,-0.0,FIFA Men's World Cup
RB,GK,ZOM,0.0649366211255849,29,-0.0039116506896551,-0.0002540093788097,FIFA Men's World Cup
RB,LB,CB-3,0.0,15,-0.0012000786666666,-0.0,FIFA Men's World Cup
RB,LB,GK,0.0057461529246193,44,-0.0028540649999999,-1.6399893946803755e-05,FIFA Men's World Cup
RB,LB,LB,0.0878174503338864,29,-0.0037095751724137,-0.0003257654334632,FIFA Men's World Cup
RB,LB,LCB-3,0.044909200530454,15,-0.0012000786666666,-5.3894573493652906e-05,FIFA Men's World Cup
RB,LB,LCB-4,0.0071041097100654,29,-0.0037095751724137,-2.6353229002562495e-05,FIFA Men's World Cup
RB,LB,LDM,0.0504045205577237,21,-0.0024893785714285,-0.0001254759333795,FIFA Men's World Cup
RB,LB,LS,0.2061799970584947,24,-0.0024652958333333,-0.0005082946876649,FIFA Men's World Cup
RB,LB,LW,0.1838316394536258,26,-0.0032500726923076,-0.0005974661913703,FIFA Men's World Cup
RB,LB,LWB,0.0304925777587134,15,-0.0012000786666666,-3.659349205990624e-05,FIFA Men's World Cup
RB,LB,LZM,0.141796789449083,23,-0.0031870395652173,-0.000451911978195,FIFA Men's World Cup
RB,LB,RB,0.0314824325678887,29,-0.0037095751724137,-0.000116786450221,FIFA Men's World Cup
RB,LB,RCB-3,0.0,15,-0.0012000786666666,-0.0,FIFA Men's World Cup
RB,LB,RCB-4,0.0084904802468227,29,-0.0037095751724137,-3.1496074725483564e-05,FIFA Men's World Cup
RB,LB,RDM,0.0637710431132938,21,-0.0024893785714285,-0.0001587502682038,FIFA Men's World Cup
RB,LB,RS,0.3575463062844053,24,-0.0024652958333333,-0.0008814574191066,FIFA Men's World Cup
RB,LB,RW,0.1901839182221702,26,-0.0032500726923076,-0.0006181115591299,FIFA Men's World Cup
RB,LB,RWB,0.0909875183754836,15,-0.0012000786666666,-0.0001091921797353,FIFA Men's World Cup
RB,LB,RZM,0.026289323625487,23,-0.0031870395652173,-8.378511453723145e-05,FIFA Men's World Cup
RB,LB,ST,0.2270022016014057,20,-0.0033205879999999,-0.0007537807866112,FIFA Men's World Cup
RB,LB,ZDM,0.0657032726201554,23,-0.0031870395652173,-0.0002093989294046,FIFA Men's World Cup
RB,LB,ZOM,0.0833747547165515,18,-0.0031812561111111,-0.0002652364479544,FIFA Men's World Cup
RB,LCB-4,CB-3,0.0016479806065497,21,-0.003661169047619,-6.033535587776277e-06,FIFA Men's World Cup
RB,LCB-4,GK,0.0,141,-0.002810814609929,-0.0,FIFA Men's World Cup
RB,LCB-4,LB,0.0403291589060606,120,-0.0026620025833333,-0.0001073563251915,FIFA Men's World Cup
RB,LCB-4,LCB-3,0.0476190476190476,21,-0.003661169047619,-0.0001743413832199,FIFA Men's World Cup
RB,LCB-4,LCB-4,0.0045487979457687,120,-0.0026620025833333,-1.210891188269785e-05,FIFA Men's World Cup
RB,LCB-4,LDM,0.0008774825756693,45,-0.0014179539999999,-1.2442299281006665e-06,FIFA Men's World Cup
RB,LCB-4,LS,0.2395689030282334,44,-0.0034666697727272,-0.0008305062746134,FIFA Men's World Cup
RB,LCB-4,LW,0.2429465836804588,113,-0.0024449723893805,-0.000593997689193,FIFA Men's World Cup
RB,LCB-4,LWB,0.0360327670331586,21,-0.003661169047619,-0.0001319220513618,FIFA Men's World Cup
RB,LCB-4,LZM,0.0905443637239017,96,-0.0034637180208333,-0.0003136201443153,FIFA Men's World Cup
RB,LCB-4,RB,0.0027356834048167,120,-0.0026620025833333,-7.282396290804172e-06,FIFA Men's World Cup
RB,LCB-4,RCB-3,0.0434196742586273,21,-0.003661169047619,-0.0001589667674533,FIFA Men's World Cup
RB,LCB-4,RCB-4,0.0026641225488197,120,-0.0026620025833333,-7.09190110727484e-06,FIFA Men's World Cup
RB,LCB-4,RDM,0.0145196615697861,45,-0.0014179539999999,-2.0588212201524503e-05,FIFA Men's World Cup
RB,LCB-4,RS,0.1231723918029774,44,-0.0034666697727272,-0.0004269980074979,FIFA Men's World Cup
RB,LCB-4,RW,0.00535378516249,113,-0.0024449723893805,-1.3089856900963218e-05,FIFA Men's World Cup
RB,LCB-4,RWB,0.0237466060890541,21,-0.003661169047619,-8.69403391992471e-05,FIFA Men's World Cup
